theta_deg,u_D_meV,selected_phase,selected_indirect_gap_meV,negative_indirect_gap,delta_E_ivc_minus_vp_meV_per_cell,energy_total_per_cell,vp_reference_energy_per_cell,branch_id,gap_family_label,run_id,indirect_gap,vp_reference_name,vp_reference_indirect_gap_meV,vp_plus_indirect_gap,vp_minus_indirect_gap
2.1,1.0,VP,19.01910341754219,False,1.6416037880914516,-34.42854801793365,-36.0701518060251,theta_up,large_gap,theta_up_theta_002_u_002_warm,14.353241139883682,VP+,19.01910341754219,19.01910341754219,19.019103435330756
2.15,1.0,VP,19.561209502091653,False,1.6682632138741198,-34.18215381641588,-35.85041703029,u_D_up,small_gap,u_D_up_theta_003_u_002_warm,0.1189154430469585,VP+,19.561209502091653,19.561209502091653,19.561209515216973
2.2,1.0,VP,20.05569450671122,False,1.6198133214786665,-34.00840788444372,-35.62822120592239,u_D_up,small_gap,u_D_up_theta_004_u_002_warm,0.0689206866722855,VP+,20.05569450671122,20.05569450671122,20.05569451020124
2.25,1.0,VP,20.445893825294696,False,1.5734526127370785,-33.82981815676506,-35.403270769502136,u_D_up,small_gap,u_D_up_theta_005_u_002_warm,-0.0123901439654083,VP+,20.445893825294696,20.445893825294696,20.44589382767533
2.3,1.0,VP,20.77368670047737,False,1.5290851450816945,-33.64622696947465,-35.17531211455634,u_D_up,small_gap,u_D_up_theta_006_u_002_warm,-0.0948581816627438,VP+,20.77368670047737,20.77368670047737,20.773686700605364
2.35,1.0,VP,21.05278967506755,False,1.4866032229013015,-33.457522743059826,-34.94412596596113,theta_up,single_gap,theta_up_theta_007_u_002_warm,-0.1769282380533354,VP+,21.05278967506755,21.05278967506755,21.052789673932523
2.4,1.0,VP,21.12096068449631,False,1.4459023506301776,-33.263620419760095,-34.70952277039027,u_D_up,single_gap,u_D_up_theta_008_u_002_warm,-0.2588937667967634,VP+,21.12096068449631,21.12096068449631,21.120960674336523
2.45,1.0,VP,20.786259822131257,False,1.4066227913534206,-33.06471606697679,-34.47133885833021,theta_up,single_gap,theta_up_theta_009_u_002_warm,-0.0124223782450663,VP+,20.786259822131257,20.786259822131257,20.78625981406046
2.5,1.0,VP,20.42205641047837,False,1.3683976645289917,-32.8610355429956,-34.22943320752459,theta_down,single_gap,theta_down_theta_010_u_002_warm,0.3492527007355797,VP+,20.42205641047837,20.42205641047837,20.422056404044778
2.55,1.0,VP,20.028156851551177,False,1.3317028275840457,-32.65198185757351,-33.983684685157556,theta_up,single_gap,theta_up_theta_011_u_002_warm,0.6927073697421804,VP+,20.028156851551177,20.028156851551177,20.02815684640547
2.6,1.0,VP,19.60441532546873,False,1.2964537498127058,-32.437535927735325,-33.73398967754803,u_D_down,single_gap,u_D_down_theta_012_u_002_warm,1.01865342460556,VP+,19.60441532546873,19.60441532546873,19.604415321339776
2.65,1.0,VP,19.150725763342468,False,1.2625704327098362,-32.217689605023665,-33.4802600377335,u_D_down,single_gap,u_D_down_theta_013_u_002_warm,1.3278549925283514,VP+,19.150725763342468,19.150725763342468,19.150725760019004
2.7,1.0,VP,18.667015414282687,False,1.2299772066682877,-31.99244408999904,-33.22242129666733,u_D_up,single_gap,u_D_up_theta_014_u_002_warm,1.544890813444546,VP+,18.667015414282687,18.667015414282687,18.667015411599476
2.75,1.0,VP,18.15323964609975,False,1.1986025771203224,-31.76180851785894,-32.960411094979264,theta_up,single_gap,theta_up_theta_015_u_002_warm,1.2573541743046055,VP+,18.15323964609975,18.15323964609975,18.15323964392727
