theta_deg,u_D_meV,fit_status,cG_inf,rmse_cG_fit,selected_cG_inf_lt_m0p02,percent_error
2.35,20.0,fit_ok_best5,0.0007308204372511,3.184222513737673e-07,False,
2.4,0.0,fit_ok_best5,-0.0540826385695608,1.2079512096325376e-06,True,0.002233528617652183
2.4,0.5,fit_ok_best5,-0.0709709703456159,0.0001038783560439,True,0.146367388719685
2.4,1.0,fit_ok_best5,-0.0700742527120317,0.0002536767757307,True,0.36201138922334003
2.4,1.5,fit_ok_best5,-0.0701527257818395,0.000148684467821,True,0.21194396392148473
2.4,2.0,fit_ok_best5,-0.0660897290216546,0.0001908487547398,True,0.28877218527748477
2.4,2.5,fit_ok_best5,-0.0493941856786758,0.0004023111739696,True,0.8144909536251017
2.4,3.0,fit_ok_best5,0.0122073250024606,4.272369352132077e-06,False,
2.4,3.5,fit_ok_best5,0.0097945048510212,2.7714192291014276e-06,False,
2.4,4.0,fit_ok_best5,0.0082634167774696,2.3519433159037723e-06,False,
2.4,4.5,fit_ok_best5,0.0071514284332848,2.1743409319054926e-06,False,
2.4,5.0,fit_ok_best5,0.0060376587194701,3.469258487357071e-06,False,
2.4,5.5,fit_ok_best5,0.0052955170252791,1.1140346761121076e-06,False,
2.4,6.0,fit_ok_best5,0.0047437590457096,1.6151916983900538e-06,False,
2.4,6.5,fit_ok_best5,0.0042384383402761,6.709055136862862e-07,False,
2.4,7.0,fit_ok_best5,0.0038828987992629,5.264094987776745e-07,False,
2.4,7.5,fit_ok_best5,0.0035669846035594,4.383540320320355e-07,False,
2.4,8.0,fit_ok_best5,0.0032879308844984,5.655337034908415e-07,False,
2.4,8.5,fit_ok_best5,0.0030150300597684,1.6667172883871069e-06,False,
2.4,9.0,fit_ok_best5,0.002653809996199,1.1903178255625013e-06,False,
2.4,9.5,fit_ok_best5,0.0024632730768763,5.630596139634983e-07,False,
2.4,10.0,fit_ok_best5,0.0023008454616217,1.275936160878005e-07,False,
2.4,10.5,fit_ok_best5,0.0021561672707609,2.8961641243975037e-07,False,
2.4,11.0,fit_ok_best5,0.0020282728770396,3.565722728112751e-07,False,
2.4,11.5,fit_ok_best5,0.0018458587802843,9.889320863813604e-07,False,
2.4,12.0,fit_ok_best5,0.0017278158762207,4.521021331252999e-07,False,
2.4,12.5,fit_ok_best5,0.0016247122181068,3.666062859104596e-07,False,
2.4,13.0,fit_ok_best5,0.0015448645225631,4.577603156317764e-07,False,
2.4,13.5,fit_ok_best5,0.0014755779196787,5.967061232545928e-07,False,
2.4,14.0,fit_ok_best5,0.0013620958099133,5.564950793300014e-07,False,
2.4,14.5,fit_ok_best5,0.001290471202812,4.76260564018127e-07,False,
2.4,15.0,fit_ok_best5,0.0012548834059755,6.123929540129194e-07,False,
2.4,15.5,fit_ok_best5,0.0011765372617299,3.242682849456734e-07,False,
2.4,16.0,fit_ok_best5,0.0011107921675298,4.773286429707668e-07,False,
2.4,16.5,fit_ok_best5,0.0010661233844264,4.117576533013644e-07,False,
2.4,17.0,fit_ok_best5,0.0010259957690319,4.154063873226903e-07,False,
2.4,17.5,fit_ok_best5,0.0009894531389148,4.107547721678579e-07,False,
2.4,18.0,fit_ok_best5,0.0009558782191556,4.012690177455208e-07,False,
2.4,18.5,fit_ok_best5,0.0009248242000177,3.904983431450507e-07,False,
2.4,19.0,fit_ok_best5,0.0008959538232357,3.797572583346981e-07,False,
2.4,19.5,fit_ok_best5,0.0008690042600477,3.6945594255568995e-07,False,
2.4,20.0,fit_ok_best5,0.0008437646683264,3.596965739112182e-07,False,
2.45,0.0,fit_ok_best5,-0.0537905666345004,1.081718182366415e-06,True,0.002010981199950064
2.45,0.5,fit_ok_best5,-0.070647711621614,0.0001498522561804,True,0.21211197467088816
2.45,1.0,fit_ok_best5,-0.0719689475563081,0.0001022757451691,True,0.14211093623271348
2.45,1.5,fit_ok_best5,-0.0700938785803495,0.0002697096952664,True,0.3847835227968279
2.45,2.0,fit_ok_best5,-0.0695271900161712,9.639591140787e-05,True,0.1386449119911929
2.45,2.5,fit_ok_best5,-0.0599525833353973,0.0003715266032427,True,0.6197007411077525
2.45,3.0,fit_ok_best5,0.0146134127922182,5.654450317173716e-06,False,
2.45,3.5,fit_ok_best5,0.0113600944051213,3.5117060989340737e-06,False,
2.45,4.0,fit_ok_best5,0.0094763247507949,2.933162506572163e-06,False,
2.45,4.5,fit_ok_best5,0.0081536934571409,2.652873190217833e-06,False,
2.45,5.0,fit_ok_best5,0.0070858108373942,3.4809068310785258e-06,False,
2.45,5.5,fit_ok_best5,0.006020352068454,1.963138006819418e-06,False,
2.45,6.0,fit_ok_best5,0.0053921737754965,1.8262242990274571e-06,False,
2.45,6.5,fit_ok_best5,0.0048152822995487,8.110900417389038e-07,False,
2.45,7.0,fit_ok_best5,0.0043921832747824,4.370385709959278e-07,False,
2.45,7.5,fit_ok_best5,0.0040326468598068,9.996280445297935e-07,False,
2.45,8.0,fit_ok_best5,0.0037136597158588,4.927459344851801e-07,False,
2.45,8.5,fit_ok_best5,0.0034380536817906,3.8442613013920706e-07,False,
2.45,9.0,fit_ok_best5,0.003023289717873,2.576115913037525e-06,False,
2.45,9.5,fit_ok_best5,0.002794240413716,3.872924926965954e-07,False,
2.45,10.0,fit_ok_best5,0.0026240953675841,1.1058728776166005e-07,False,
2.45,10.5,fit_ok_best5,0.0024507550430818,3.9643588205672914e-07,False,
2.45,11.0,fit_ok_best5,0.0023094490989764,9.166511138417474e-08,False,
2.45,11.5,fit_ok_best5,0.0021728062020727,5.456989200748049e-07,False,
2.45,12.0,fit_ok_best5,0.0019807815782796,9.685427820428212e-07,False,
2.45,12.5,fit_ok_best5,0.0018619523203302,3.793900028849358e-07,False,
2.45,13.0,fit_ok_best5,0.0017572438712263,4.0738139365528826e-07,False,
2.45,13.5,fit_ok_best5,0.0016759293209299,4.7094546665976427e-07,False,
2.45,14.0,fit_ok_best5,0.0016054303104658,6.092641501662419e-07,False,
2.45,14.5,fit_ok_best5,0.001486968441203,6.133114802577684e-07,False,
2.45,15.0,fit_ok_best5,0.0014127325746683,4.881328603756137e-07,False,
2.45,15.5,fit_ok_best5,0.0013595844758793,6.232129164943361e-07,False,
2.45,16.0,fit_ok_best5,0.0012961125602173,3.94900281850393e-07,False,
2.45,16.5,fit_ok_best5,0.0012412739201004,5.433556034249233e-07,False,
2.45,17.0,fit_ok_best5,0.0011775838514337,4.44972465290455e-07,False,
2.45,17.5,fit_ok_best5,0.0011350322157968,4.463404973336296e-07,False,
2.45,18.0,fit_ok_best5,0.0010962471615601,4.44843973491908e-07,False,
2.45,18.5,fit_ok_best5,0.0010605742722985,4.3665940504304003e-07,False,
2.45,19.0,fit_ok_best5,0.0010275455394485,4.2609593673732843e-07,False,
2.45,19.5,fit_ok_best5,0.0009968073214621,4.151103451563089e-07,False,
2.45,20.0,fit_ok_best5,0.000968083775013,4.0439436893901665e-07,False,
2.5,0.0,fit_ok_best5,-0.0534213157464575,9.435438540314376e-07,True,0.001766231027535121
2.5,0.5,fit_ok_best5,-0.0535663525230715,1.167935598578267e-06,True,0.0021803530454593246
2.5,1.0,fit_ok_best5,-0.0717540917726297,0.0001631748455537,True,0.2274084188407808
2.5,1.5,fit_ok_best5,-0.0724679629579409,0.0001078177227736,True,0.14877984473797815
2.5,2.0,fit_ok_best5,-0.0695846587919759,0.0002785215705358,True,0.4002628961197372
2.5,2.5,fit_ok_best5,-0.0645528354865165,0.0003746114915091,True,0.5803176400939772
2.5,3.0,fit_ok_best5,-0.0457464311988363,0.0007101308933338,True,1.5523197651139709
2.5,3.5,fit_ok_best5,0.0132871580563882,4.478827586815312e-06,False,
2.5,4.0,fit_ok_best5,0.0107874099729286,3.5664815450111604e-06,False,
2.5,4.5,fit_ok_best5,0.0092884889920113,3.3021435716082098e-06,False,
2.5,5.0,fit_ok_best5,0.0080397726623626,3.2752078819155203e-06,False,
2.5,5.5,fit_ok_best5,0.0068295027889002,2.8715234099977197e-06,False,
2.5,6.0,fit_ok_best5,0.0060502469641842,1.2240809873820807e-06,False,
2.5,6.5,fit_ok_best5,0.005451564289221,1.1258228981067693e-06,False,
2.5,7.0,fit_ok_best5,0.004932288308589,4.265366301171736e-07,False,
2.5,7.5,fit_ok_best5,0.0045220570124383,3.7323644315268043e-07,False,
2.5,8.0,fit_ok_best5,0.0041810624764796,6.299508513699382e-07,False,
2.5,8.5,fit_ok_best5,0.0038805249457794,8.903494563503322e-07,False,
2.5,9.0,fit_ok_best5,0.003575344499063,1.932161148544037e-06,False,
2.5,9.5,fit_ok_best5,0.003162584578941,1.9468533337609833e-06,False,
2.5,10.0,fit_ok_best5,0.0029777283133745,8.386368523550811e-07,False,
2.5,10.5,fit_ok_best5,0.002772351720031,2.0707250811370986e-07,False,
2.5,11.0,fit_ok_best5,0.0026068300116197,3.683553658637306e-07,False,
2.5,11.5,fit_ok_best5,0.0024618708210903,3.08781494553557e-07,False,
2.5,12.0,fit_ok_best5,0.0023239605489888,7.982066983629407e-07,False,
2.5,12.5,fit_ok_best5,0.0021227656810683,9.42862338275492e-07,False,
2.5,13.0,fit_ok_best5,0.0020030203638273,3.1102372202133e-07,False,
2.5,13.5,fit_ok_best5,0.0018965993343998,4.542176326767846e-07,False,
2.5,14.0,fit_ok_best5,0.0018138534211119,4.82847899740739e-07,False,
2.5,14.5,fit_ok_best5,0.0017422120205102,6.202005895663092e-07,False,
2.5,15.0,fit_ok_best5,0.0016187413981164,6.821561852346782e-07,False,
2.5,15.5,fit_ok_best5,0.0015418773924565,5.047946042281093e-07,False,
2.5,16.0,fit_ok_best5,0.001487722867406,6.120401884824956e-07,False,
2.5,16.5,fit_ok_best5,0.0014193154385779,6.239410526752751e-07,False,
2.5,17.0,fit_ok_best5,0.0013639874865456,5.758709486294306e-07,False,
2.5,17.5,fit_ok_best5,0.0012959334445177,4.909928301315112e-07,False,
2.5,18.0,fit_ok_best5,0.001250889501331,4.7715858112579e-07,False,
2.5,18.5,fit_ok_best5,0.0012098220060687,4.791189683627639e-07,False,
2.5,19.0,fit_ok_best5,0.0011720202422991,4.731123314746634e-07,False,
2.5,19.5,fit_ok_best5,0.001136990801371,4.632305238878561e-07,False,
2.5,20.0,fit_ok_best5,0.0011043621108704,4.522221217905538e-07,False,
2.55,0.0,fit_ok_best5,-0.0530468093195533,8.673139407194785e-07,True,0.0016349973765524529
2.55,0.5,fit_ok_best5,-0.0532356956833927,1.0392290378215435e-06,True,0.0019521282186338352
2.55,1.0,fit_ok_best5,-0.0715860307112009,0.0002121616093834,True,0.2963729197939781
2.55,1.5,fit_ok_best5,-0.0723652519846338,0.0001887256092984,True,0.2607958987532779
2.55,2.0,fit_ok_best5,-0.0724858943768736,0.0001139876992127,True,0.15725500829174763
2.55,2.5,fit_ok_best5,-0.0685356132957358,0.0002605912382837,True,0.3802274842996315
2.55,3.0,fit_ok_best5,-0.0575143626263198,0.0006359358208044,True,1.1056991536812795
2.55,3.5,fit_ok_best5,0.0161421749669014,5.8097596451218015e-06,False,
2.55,4.0,fit_ok_best5,0.0124418243156991,4.153637865307522e-06,False,
2.55,4.5,fit_ok_best5,0.0104859691316062,3.648708822203073e-06,False,
2.55,5.0,fit_ok_best5,0.0091076153039832,3.3762726165100218e-06,False,
2.55,5.5,fit_ok_best5,0.0077319138098218,3.929650529611064e-06,False,
2.55,6.0,fit_ok_best5,0.0068252617986951,1.1787862679288272e-06,False,
2.55,6.5,fit_ok_best5,0.0061208105499907,1.808242661105748e-06,False,
2.55,7.0,fit_ok_best5,0.0055403254080473,7.617324485001014e-07,False,
2.55,7.5,fit_ok_best5,0.0050776297950294,6.450927971759212e-07,False,
2.55,8.0,fit_ok_best5,0.0046691665202604,2.469919630075804e-07,False,
2.55,8.5,fit_ok_best5,0.0043437058426907,7.102559742959389e-07,False,
2.55,9.0,fit_ok_best5,0.0040439549947798,6.202029343229949e-07,False,
2.55,9.5,fit_ok_best5,0.0036210876085864,2.976527047808867e-06,False,
2.55,10.0,fit_ok_best5,0.0033166190642185,7.065770446621422e-07,False,
2.55,10.5,fit_ok_best5,0.0031326282302912,1.928485822285277e-07,False,
2.55,11.0,fit_ok_best5,0.0029383511964002,2.287448844772241e-07,False,
2.55,11.5,fit_ok_best5,0.0027702297320831,2.610819155490374e-07,False,
2.55,12.0,fit_ok_best5,0.0026220547381203,4.3516884289909316e-07,False,
2.55,12.5,fit_ok_best5,0.0024816103945499,1.0898401429671768e-06,False,
2.55,13.0,fit_ok_best5,0.0022718354549532,9.183015657744882e-07,False,
2.55,13.5,fit_ok_best5,0.002151020063245,2.508810776527e-07,False,
2.55,14.0,fit_ok_best5,0.0020428186063672,5.017593773185262e-07,False,
2.55,14.5,fit_ok_best5,0.0019586794285227,4.905767984744962e-07,False,
2.55,15.0,fit_ok_best5,0.0018859766182025,6.314206639370768e-07,False,
2.55,15.5,fit_ok_best5,0.001757483981764,7.646495005667545e-07,False,
2.55,16.0,fit_ok_best5,0.001677978740866,5.334755298221902e-07,False,
2.55,16.5,fit_ok_best5,0.0016065327505594,6.197146334578876e-07,False,
2.55,17.0,fit_ok_best5,0.0015742984675239,6.870488504763604e-07,False,
2.55,17.5,fit_ok_best5,0.0014937656037379,6.710084290071847e-07,False,
2.55,18.0,fit_ok_best5,0.0014213087267429,5.685604960500583e-07,False,
2.55,18.5,fit_ok_best5,0.0013736788346635,5.095507675078348e-07,False,
2.55,19.0,fit_ok_best5,0.0013302815627533,5.130252477017052e-07,False,
2.55,19.5,fit_ok_best5,0.001290318047869,5.101718088560512e-07,False,
2.55,20.0,fit_ok_best5,0.0012532613731286,5.016589408386016e-07,False,
2.6,0.0,fit_ok_best5,-0.0526667110806859,7.8045642730272e-07,True,0.0014818780426730147
2.6,0.5,fit_ok_best5,-0.0528462745441052,9.398486474529044e-07,True,0.001778457716387391
2.6,1.0,fit_ok_best5,-0.0533208961377614,1.1650909496246372e-06,True,0.002185055079746737
2.6,1.5,fit_ok_best5,-0.0723115532141256,0.0002518538291669,True,0.3482898900278385
2.6,2.0,fit_ok_best5,-0.0725003574907366,0.0002227843285517,True,0.30728721383224245
2.6,2.5,fit_ok_best5,-0.0720210628129476,0.0001105129977899,True,0.1534453859378933
2.6,3.0,fit_ok_best5,-0.0669308273530332,0.0001746023194385,True,0.26086980595285786
2.6,3.5,fit_ok_best5,-0.0478469424588456,0.0005059921016,True,1.0575223318297027
2.6,4.0,fit_ok_best5,0.0144902118160509,5.087296285869648e-06,False,
2.6,4.5,fit_ok_best5,0.0119777863271693,4.180253059418365e-06,False,
2.6,5.0,fit_ok_best5,0.0103136515356445,3.7861959812223898e-06,False,
2.6,5.5,fit_ok_best5,0.0089896177527166,4.646567900560581e-06,False,
2.6,6.0,fit_ok_best5,0.0076888319791329,2.5183520605307293e-06,False,
2.6,6.5,fit_ok_best5,0.0068667397311317,1.5002493744231872e-06,False,
2.6,7.0,fit_ok_best5,0.0062223012999394,1.417819083912815e-06,False,
2.6,7.5,fit_ok_best5,0.0056952630818835,1.3306226035370229e-06,False,
2.6,8.0,fit_ok_best5,0.0052031146203514,5.48413985351059e-07,False,
2.6,8.5,fit_ok_best5,0.0048465841165323,8.503584004188757e-07,False,
2.6,9.0,fit_ok_best5,0.0045248656247772,1.3996859633777588e-06,False,
2.6,9.5,fit_ok_best5,0.0041972454144263,1.434056288704758e-06,False,
2.6,10.0,fit_ok_best5,0.0037753846182722,3.0076916134024423e-06,False,
2.6,10.5,fit_ok_best5,0.0034810927503622,1.1132759473004922e-06,False,
2.6,11.0,fit_ok_best5,0.0032953617980934,3.795030804984258e-07,False,
2.6,11.5,fit_ok_best5,0.0030930587106303,5.924938521828961e-07,False,
2.6,12.0,fit_ok_best5,0.0029427408553149,2.1118406851685027e-07,False,
2.6,12.5,fit_ok_best5,0.0027897499045964,4.913677184038034e-07,False,
2.6,13.0,fit_ok_best5,0.0026458421813636,1.3963852636393696e-06,False,
2.6,13.5,fit_ok_best5,0.0024280101504797,8.997559841670672e-07,False,
2.6,14.0,fit_ok_best5,0.0023059694448963,2.023425402603132e-07,False,
2.6,14.5,fit_ok_best5,0.0021959497863482,5.457887068851051e-07,False,
2.6,15.0,fit_ok_best5,0.0021104584898592,4.918238977840978e-07,False,
2.6,15.5,fit_ok_best5,0.002036784220591,6.472368444283081e-07,False,
2.6,16.0,fit_ok_best5,0.0019032721389423,8.61652582169663e-07,False,
2.6,16.5,fit_ok_best5,0.0018211107991244,5.819088811380008e-07,False,
2.6,17.0,fit_ok_best5,0.00174699778356,5.984058143286655e-07,False,
2.6,17.5,fit_ok_best5,0.0016952505098496,7.835477870064229e-07,False,
2.6,18.0,fit_ok_best5,0.001630192025514,5.178493366326141e-07,False,
2.6,18.5,fit_ok_best5,0.0015735797294171,6.574748624475538e-07,False,
2.6,19.0,fit_ok_best5,0.0015035216090944,5.496788024301072e-07,False,
2.6,19.5,fit_ok_best5,0.001457732308073,5.463847348372886e-07,False,
2.6,20.0,fit_ok_best5,0.0014155696896499,5.472420631491259e-07,False,
2.65,0.0,fit_ok_best5,-0.0522728164586247,6.121215580333944e-07,True,0.001171013156557012
2.65,0.5,fit_ok_best5,-0.0524445671737384,7.587571383977062e-07,True,0.0014467792934282305
2.65,1.0,fit_ok_best5,-0.0529037904396037,1.0267805436755176e-06,True,0.0019408449472967653
2.65,1.5,fit_ok_best5,-0.074311062831404,8.854192759802674e-05,True,0.11915039864106042
2.65,2.0,fit_ok_best5,-0.0725738458146849,0.0003046385663984,True,0.41976357044145807
2.65,2.5,fit_ok_best5,-0.0721570988511026,0.000260146515209,True,0.3605279582343197
2.65,3.0,fit_ok_best5,-0.0673370487471769,0.0004701979966236,True,0.698275325948723
2.65,3.5,fit_ok_best5,-0.0598267662571931,0.0004366365931587,True,0.7298348556591128
2.65,4.0,fit_ok_best5,0.017510472877766,4.847302239069809e-06,False,
2.65,4.5,fit_ok_best5,0.0137557114738153,4.930462486307416e-06,False,
2.65,5.0,fit_ok_best5,0.0116926711100825,4.4603850114944526e-06,False,
2.65,5.5,fit_ok_best5,0.0101312530311676,4.398611203969623e-06,False,
2.65,6.0,fit_ok_best5,0.0086515256607225,3.824801635656133e-06,False,
2.65,6.5,fit_ok_best5,0.0076961917045502,1.0425583991242607e-06,False,
2.65,7.0,fit_ok_best5,0.0069506999302386,1.638531035030218e-06,False,
2.65,7.5,fit_ok_best5,0.0063274505905865,9.625339739867891e-07,False,
2.65,8.0,fit_ok_best5,0.005823836430886,9.80681227540279e-07,False,
2.65,8.5,fit_ok_best5,0.0053819078887502,2.907773098959275e-07,False,
2.65,9.0,fit_ok_best5,0.0050161599790977,4.883724882874875e-07,False,
2.65,9.5,fit_ok_best5,0.0046998517058971,1.0364526835824602e-06,False,
2.65,10.0,fit_ok_best5,0.0042330287394233,3.342662782962045e-06,False,
2.65,10.5,fit_ok_best5,0.0038909141761032,2.169358132960179e-06,False,
2.65,11.0,fit_ok_best5,0.0036942283235176,5.454127438664619e-07,False,
2.65,11.5,fit_ok_best5,0.0034720201551912,4.229530274863636e-07,False,
2.65,12.0,fit_ok_best5,0.0032996170276756,3.98818524600648e-07,False,
2.65,12.5,fit_ok_best5,0.0031169287022112,5.960373338025777e-07,False,
2.65,13.0,fit_ok_best5,0.0029647522406627,5.37287973364147e-07,False,
2.65,13.5,fit_ok_best5,0.002732351200317,1.6356386243658344e-06,False,
2.65,14.0,fit_ok_best5,0.0025913162293556,8.918867245154984e-07,False,
2.65,14.5,fit_ok_best5,0.0024679055279942,1.6896315075489833e-07,False,
2.65,15.0,fit_ok_best5,0.0023560479777575,5.829199717920605e-07,False,
2.65,15.5,fit_ok_best5,0.0022692528030199,4.850015655417664e-07,False,
2.65,16.0,fit_ok_best5,0.0021947021057401,6.749914840499367e-07,False,
2.65,16.5,fit_ok_best5,0.0021043975919821,8.509537350113917e-07,False,
2.65,17.0,fit_ok_best5,0.0019713517753036,6.554936628101821e-07,False,
2.65,17.5,fit_ok_best5,0.0018945690068657,5.769677780014681e-07,False,
2.65,18.0,fit_ok_best5,0.001842110370267,7.109731651164619e-07,False,
2.65,18.5,fit_ok_best5,0.001771117534157,7.823308396615028e-07,False,
2.65,19.0,fit_ok_best5,0.0017150938789811,6.775242141238487e-07,False,
2.65,19.5,fit_ok_best5,0.0016405590517009,6.135944617921458e-07,False,
2.65,20.0,fit_ok_best5,0.0015922886264029,5.805636363003392e-07,False,
2.7,0.0,fit_ok_best5,-0.0518872789211965,5.108173860209414e-07,True,0.0009844751866767618
2.7,0.5,fit_ok_best5,-0.0520520738972521,6.452149424892036e-07,True,0.001239556648142055
2.7,1.0,fit_ok_best5,-0.0524951939485065,9.578246595030505e-07,True,0.0018245949532877206
2.7,1.5,fit_ok_best5,-0.0533023931281765,1.1636142430512924e-06,True,0.0021830431520272345
2.7,2.0,fit_ok_best5,-0.0749759767771334,0.0001249100741853,True,0.16660012920751407
2.7,2.5,fit_ok_best5,-0.0723711521196918,0.0003681468132705,True,0.5086927629142015
2.7,3.0,fit_ok_best5,-0.0713146037543287,0.0002916997072528,True,0.4090322204659158
2.7,3.5,fit_ok_best5,-0.065217260816616,0.0004338822366912,True,0.6652874273748337
2.7,4.0,fit_ok_best5,-0.0502160189305281,0.0003426618369079,True,0.6823755530719375
2.7,4.5,fit_ok_best5,0.0161147872407973,5.85229654348107e-06,False,
2.7,5.0,fit_ok_best5,0.013166299853273,4.936133548321348e-06,False,
2.7,5.5,fit_ok_best5,0.0114182003172942,4.526554689222777e-06,False,
2.7,6.0,fit_ok_best5,0.0097267166686118,5.06812598270169e-06,False,
2.7,6.5,fit_ok_best5,0.0086186399411823,2.404627101096524e-06,False,
2.7,7.0,fit_ok_best5,0.0077478120533167,1.5235569045084144e-06,False,
2.7,7.5,fit_ok_best5,0.0070591023802118,1.584932146421902e-06,False,
2.7,8.0,fit_ok_best5,0.0065224916865027,1.548840429075452e-06,False,
2.7,8.5,fit_ok_best5,0.0059712310467192,7.804346027031009e-07,False,
2.7,9.0,fit_ok_best5,0.0055680895721764,1.387294322970925e-06,False,
2.7,9.5,fit_ok_best5,0.0052247924068819,2.1310042748951957e-06,False,
2.7,10.0,fit_ok_best5,0.0048826064089854,7.739225895444457e-07,False,
2.7,10.5,fit_ok_best5,0.0044016997519953,3.106103365419922e-06,False,
2.7,11.0,fit_ok_best5,0.004070756866569,8.390203644608903e-07,False,
2.7,11.5,fit_ok_best5,0.0038718424900472,2.3179530158008278e-07,False,
2.7,12.0,fit_ok_best5,0.0036605400913175,6.347620493511334e-08,False,
2.7,12.5,fit_ok_best5,0.0034791814956939,2.732594139693911e-07,False,
2.7,13.0,fit_ok_best5,0.0032877073523361,8.681509989045053e-07,False,
2.7,13.5,fit_ok_best5,0.0031469446308245,6.190545586349499e-07,False,
2.7,14.0,fit_ok_best5,0.0029040604624515,1.6763503062496762e-06,False,
2.7,14.5,fit_ok_best5,0.0027617953044925,8.9944997353722e-07,False,
2.7,15.0,fit_ok_best5,0.0026368843787514,1.5347790525750526e-07,False,
2.7,15.5,fit_ok_best5,0.0025231755752514,6.105999774081043e-07,False,
2.7,16.0,fit_ok_best5,0.0024351376844078,4.692970169530689e-07,False,
2.7,16.5,fit_ok_best5,0.0023598056283369,7.24826509790113e-07,False,
2.7,17.0,fit_ok_best5,0.0022671637410187,8.218314945923619e-07,False,
2.7,17.5,fit_ok_best5,0.0021287893558006,7.554266625159289e-07,False,
2.7,18.0,fit_ok_best5,0.0020493499661711,5.696995560286337e-07,False,
2.7,18.5,fit_ok_best5,0.001996432484628,7.193041796534415e-07,False,
2.7,19.0,fit_ok_best5,0.0019509127125772,8.455945162623399e-07,False,
2.7,19.5,fit_ok_best5,0.0018645372177646,5.460820306377586e-07,False,
2.7,20.0,fit_ok_best5,0.0017849610469595,7.336459614790083e-07,False,
2.75,0.0,fit_ok_best5,-0.051488855460132,3.3515380341605354e-07,True,0.0006509249437008059
2.75,0.5,fit_ok_best5,-0.0516477850017461,4.566885587845771e-07,True,0.0008842364852028746
2.75,1.0,fit_ok_best5,-0.0520817095901223,8.274709233672469e-07,True,0.0015887937048905613
2.75,1.5,fit_ok_best5,-0.0528661473849311,1.0973334028472262e-06,True,0.002075682562713107
2.75,2.0,fit_ok_best5,-0.0749876742782884,0.0001852144812601,True,0.2469932332782405
2.75,2.5,fit_ok_best5,-0.0752274982376936,0.0001726932051948,True,0.22956127644860333
2.75,3.0,fit_ok_best5,-0.0716801825762931,0.0004386061205543,True,0.6118931408795838
2.75,3.5,fit_ok_best5,-0.0699363020705401,0.0002996869825509,True,0.4285141960303044
2.75,4.0,fit_ok_best5,-0.0624606116819132,0.0002384672282097,True,0.3817881730395433
2.75,4.5,fit_ok_best5,0.0188906830124953,3.87936708410838e-06,False,
2.75,5.0,fit_ok_best5,0.0150690276599149,5.509326246195073e-06,False,
2.75,5.5,fit_ok_best5,0.0128895949288977,5.002987415381752e-06,False,
2.75,6.0,fit_ok_best5,0.0112330606425289,5.39651517177605e-06,False,
2.75,6.5,fit_ok_best5,0.0096467112711852,3.935050186462653e-06,False,
2.75,7.0,fit_ok_best5,0.0086356280581045,1.176539863499371e-06,False,
2.75,7.5,fit_ok_best5,0.0078407674227319,1.6878548811133217e-06,False,
2.75,8.0,fit_ok_best5,0.0071749475349209,1.2606482676896372e-06,False,
2.75,8.5,fit_ok_best5,0.0066439602658157,1.4133898184905657e-06,False,
2.75,9.0,fit_ok_best5,0.006145331048727,4.254815560894772e-07,False,
2.75,9.5,fit_ok_best5,0.0057417029814343,1.1620893365256366e-06,False,
2.75,10.0,fit_ok_best5,0.0054092002902016,1.7542718284379742e-06,False,
2.75,10.5,fit_ok_best5,0.0050407258720142,2.812528418942458e-06,False,
2.75,11.0,fit_ok_best5,0.0046225071984764,3.35673559485627e-06,False,
2.75,11.5,fit_ok_best5,0.0043101124405742,1.3373273672239258e-06,False,
2.75,12.0,fit_ok_best5,0.0040575340965465,4.794662858418625e-07,False,
2.75,12.5,fit_ok_best5,0.0038530599993847,4.018703979814335e-07,False,
2.75,13.0,fit_ok_best5,0.0036663658185791,3.081197456278634e-07,False,
2.75,13.5,fit_ok_best5,0.0034882067809056,1.1302837582647496e-06,False,
2.75,14.0,fit_ok_best5,0.003336316573487,7.439639369253771e-07,False,
2.75,14.5,fit_ok_best5,0.003083186092738,1.7296281869645142e-06,False,
2.75,15.0,fit_ok_best5,0.0029395088651099,9.271642931587076e-07,False,
2.75,15.5,fit_ok_best5,0.002812981206365,1.542950065461897e-07,False,
2.75,16.0,fit_ok_best5,0.0026974039817736,6.275097706493897e-07,False,
2.75,16.5,fit_ok_best5,0.0026082024097493,4.446916310540997e-07,False,
2.75,17.0,fit_ok_best5,0.0025321807670936,8.076284740909098e-07,False,
2.75,17.5,fit_ok_best5,0.0024372313702639,7.795883094098521e-07,False,
2.75,18.0,fit_ok_best5,0.0022935264871318,8.79577096361226e-07,False,
2.75,18.5,fit_ok_best5,0.0022114335986357,5.966982399099748e-07,False,
2.75,19.0,fit_ok_best5,0.0021364865076673,7.119844928885523e-07,False,
2.75,19.5,fit_ok_best5,0.0020864828868589,8.482825263537931e-07,False,
2.75,20.0,fit_ok_best5,0.002016195171086,8.456995006728927e-07,False,
2.8,0.0,fit_ok_best5,-0.0511051268683907,2.322453130702393e-07,True,0.0004544462117633183
2.8,0.5,fit_ok_best5,-0.0512587357623898,3.403359110029648e-07,True,0.0006639568962071053
2.8,1.0,fit_ok_best5,-0.0517193609021507,6.866462418849161e-07,True,0.0013276386828986564
2.8,1.5,fit_ok_best5,-0.0524292839568668,9.70809464236454e-07,True,0.001851655012178179
2.8,2.0,fit_ok_best5,-0.0534856831155526,1.1778919900046296e-06,True,0.002202256606613521
