u_D_meV,c1_intrinsic_energy_total_meV,c0_intrinsic_energy_total_meV,c1_intrinsic_energy_per_cell_meV,c0_intrinsic_energy_per_cell_meV,reference_energy_per_cell_meV,c1_relative_energy_per_cell_meV,c0_relative_energy_per_cell_meV,c0_minus_c1_total_meV,linear_crossing_estimate_meV
5.526315789473684,-12590.359447815685,-12586.497891489918,-38.85913409819656,-38.847215714475055,-38.85913409819656,0.0,0.011918383721507553,3.861556325766287,5.64997571262034
5.578947368421053,-12600.12376790002,-12597.91912694032,-38.889270888580306,-38.882466441173825,-38.85913409819656,-0.030136790383743062,-0.0233323429772625,2.204640959700555,5.64997571262034
5.631578947368421,-12610.056474801411,-12609.501415830906,-38.91992739136238,-38.918214246391685,-38.85913409819656,-0.0607932931658155,-0.05908014819512175,0.5550589705053426,5.64997571262034
5.684210526315789,-12620.181391490783,-12621.214308973016,-38.95117713423081,-38.954365151151286,-38.85913409819656,-0.0920430360342479,-0.09523105295472334,-1.0329174822327332,5.64997571262034
5.7368421052631575,-12630.540713488508,-12633.039173583436,-38.98315035027317,-38.990861646862456,-38.85913409819656,-0.12401625207660771,-0.13172754866589287,-2.498460094928305,5.64997571262034
5.7894736842105265,-12641.218831732102,-12644.963208496169,-39.01610750534599,-39.0276642237536,-38.85913409819656,-0.15697340714942953,-0.16853012555703373,-3.7443767640670558,5.64997571262034
