n_k,b_index,u_index,b1,u1,status,response_status,cG,path_indirect_gap_min_mev,negative_path_indirect_gap,hf_all_converged,hf_nonconverged,reference_chern_valid,invalid_reference_chern,chern_vp_plus,chern_vp_minus,chern_ivc,vp_plus_gap_mev,vp_minus_gap_mev,ivc_gap_mev,any_reference_direct_gap_nonpositive,invalid_chern_with_nonpositive_reference_direct_gap
18,1,8,-0.09,-0.02,ok,ok,-0.057249794901628126,0.6189443919382457,False,True,False,True,False,0.9999999999999991,-0.9999999999999991,-1.763725084217794e-17,25.122955337870586,25.122955337870575,0.6191048426501493,False,False
18,1,9,-0.09,-0.01,ok,ok,-0.057258142437645515,0.5839827873909688,False,True,False,True,False,0.9999999999999986,-0.9999999999999986,-8.792719254354447e-17,25.358858166411196,25.358858166411206,0.5841243867138921,False,False
18,1,10,-0.09,0.0,ok,ok,-0.05725966911583174,0.5517208002892914,False,True,False,True,False,0.9999999999999994,-0.9999999999999994,-2.9721565717058195e-17,25.585801812319673,25.585801812319673,0.5518442871334691,False,False
18,1,11,-0.09,0.01,ok,ok,-0.05725478264327033,0.5218350038690106,False,True,False,True,False,0.9999999999999993,-0.9999999999999993,1.346162697455824e-17,25.804148338265758,25.804148338265758,0.5219409812685634,False,False
18,1,12,-0.09,0.02,ok,ok,-0.057243885184358294,0.49405336147583867,False,True,False,True,False,1.0000000000000004,-1.0000000000000004,-6.279916849136453e-17,26.014239665724173,26.014239665724173,0.4941423145553974,False,False
18,1,13,-0.09,0.03,ok,ok,-0.057227371151482416,0.46814551062800003,False,True,False,True,False,0.9999999999999988,-0.9999999999999989,-4.636665093943144e-17,25.95981321083298,25.959813210832973,0.46821782081606,False,False
18,1,14,-0.09,0.04,ok,ok,-0.05720562564488632,0.4439151164493708,False,True,False,True,False,0.9999999999999996,-0.9999999999999997,2.4260985352246347e-17,25.85733919743411,25.85733919743411,0.4439710726954961,False,False
18,1,15,-0.09,0.05,ok,ok,-0.057179023346106236,0.4211938107174466,False,True,False,True,False,1.0000000000000007,-1.0000000000000007,3.309253154521718e-17,25.758708154917404,25.758708154917397,0.42123361828656397,False,False
18,1,16,-0.09,0.06,ok,ok,-0.057147927726219926,0.39983635539033047,False,True,False,True,False,0.9999999999999996,-0.9999999999999996,2.408389982111099e-17,25.663819929968422,25.663819929968408,0.3998601426668756,False,False
18,1,17,-0.09,0.07,ok,ok,-0.05711269046844604,0.3797167581663332,False,True,False,True,False,0.9999999999999994,-1.0,1.2005359138745378e-16,25.57257208914909,25.572572089149087,0.3797245818076801,False,False
18,1,18,-0.09,0.08,ok,ok,-0.05707365103828673,0.3607251333590964,False,True,False,True,False,0.9999999999999999,-0.9999999999999996,-1.122789057498526e-16,25.484860327416566,25.484860327416573,0.36071698202998426,False,False
18,1,19,-0.09,0.09,ok,ok,-0.05703113634108324,0.34276515041243194,False,True,False,True,False,0.9999999999999991,-0.999999999999999,2.69878438891833e-17,25.400578877427893,25.40057887742789,0.3427409472954431,False,False
18,1,20,-0.09,0.1,ok,ok,-0.05698546045048394,0.325751947495017,False,True,False,True,False,1.0000000000000002,-1.0000000000000002,-4.1663935289418696e-17,25.31962091517656,25.319620915176564,0.3257115517871598,False,False
18,2,0,-0.08,-0.1,ok,ok,-0.05689819653310033,1.049050841499191,False,True,False,True,False,0.9999999999999993,-0.9999999999999993,1.369723832308741e-17,22.944729823753665,22.944729823753672,1.04966724754828,False,False
18,2,1,-0.08,-0.09,ok,ok,-0.056972107688079,0.9707401995200784,False,True,False,True,False,1.0,-1.0000000000000002,-2.6994907466820643e-17,23.26540930388815,23.265409303888152,0.9710652450785678,False,False
