n_k,b_index,u_index,b1,u1,status,response_status,cG,path_indirect_gap_min_mev,negative_path_indirect_gap,hf_all_converged,hf_nonconverged,reference_chern_valid,invalid_reference_chern,chern_vp_plus,chern_vp_minus,chern_ivc,vp_plus_gap_mev,vp_minus_gap_mev,ivc_gap_mev,any_reference_direct_gap_nonpositive,invalid_chern_with_nonpositive_reference_direct_gap
18,17,8,0.07,-0.02,ok,ok,-0.05710397686193268,0.5337812480947426,False,True,False,True,False,1.0000000000000002,-1.0,7.432605821433098e-17,25.989863324572678,25.989863324572678,0.53389251786871,False,False
18,17,9,0.07,-0.01,ok,ok,-0.05709482015146136,0.5067747740194106,False,True,False,True,False,1.0000000000000002,-1.0000000000000002,4.735570165569165e-17,25.9830324261538,25.98303242615379,0.5068697379932535,False,False
18,17,10,0.07,0.0,ok,ok,-0.0570807884971049,0.48154177641479645,False,True,False,True,False,1.0,-1.0,-1.009539106921471e-17,25.891957541491973,25.891957541491973,0.481620827368799,False,False
18,17,11,0.07,0.01,ok,ok,-0.05706222536232233,0.45790237092414166,False,True,False,True,False,0.9999999999999993,-0.999999999999999,3.703805565169983e-17,25.804353134040987,25.804353134040962,0.4579658200448024,False,False
18,17,12,0.07,0.02,ok,ok,-0.057039463005272614,0.4357012813541407,False,True,False,True,False,1.0,-1.0,-5.3527053357897813e-17,25.720115689754234,25.720115689754234,0.43574936627628574,False,False
18,17,13,0.07,0.03,ok,ok,-0.057012821904235206,0.4148037539330406,False,True,False,True,False,1.0000000000000004,-1.0000000000000009,3.912482082893206e-17,25.639141185659014,25.639141185659007,0.41483664513838153,False,False
18,17,14,0.07,0.04,ok,ok,-0.05698261038986839,0.3950922457834882,False,True,False,True,False,0.9999999999999983,-0.999999999999998,-3.720794680897353e-17,25.561325400242147,25.561325400242133,0.3951100516352566,False,False
18,17,15,0.07,0.05,ok,ok,-0.05694912442983646,0.3764637251935986,False,True,False,True,False,0.999999999999999,-0.9999999999999988,3.340033343202941e-17,25.486564214487583,25.48656421448758,0.37646649582274766,False,False
18,17,16,0.07,0.06,invalid_reference_chern,skipped_invalid_reference_chern,nan,nan,False,True,False,False,True,0.9999999999999997,-0.9999999999999996,-0.22757276771198767,25.41475390140319,25.41475390140319,3.608920230574947,False,False
18,17,17,0.07,0.07,ok,ok,-0.05687345059793848,0.3421031888154758,False,True,False,True,False,0.9999999999999993,-0.9999999999999997,3.191815116374918e-17,25.345791402070923,25.345791402070926,0.3420758200316057,False,False
18,17,18,0.07,0.08,ok,ok,-0.05683179213706814,0.3262196212018481,False,True,False,True,False,0.9999999999999994,-0.9999999999999988,3.111766378766019e-17,25.27957458648953,25.27957458648953,0.3261770428993488,False,False
18,17,19,0.07,0.09,ok,ok,-0.05678791810990587,0.3111131710610182,False,True,False,True,False,1.0000000000000007,-1.0000000000000007,-5.2292088523895025e-17,25.21600249773929,25.216002497739304,0.3110552210041855,False,False
18,17,20,0.07,0.1,invalid_reference_chern,skipped_invalid_reference_chern,nan,nan,False,False,True,False,True,0.9999999999999994,-0.9999999999999999,-0.9989125464973831,25.154975578274943,25.154975578274932,1.07242092715131,False,False
18,18,0,0.08,-0.1,ok,ok,-0.05634849671340211,0.5326923245588054,False,True,False,True,False,0.9999999999999999,-1.0000000000000007,-9.03368501130043e-13,24.17786136940098,24.17786136940098,2.3751838412248065,False,False
18,18,1,0.08,-0.09,ok,ok,-0.05700036815235565,0.7864309817781265,False,True,False,True,False,1.0,-0.9999999999999996,-9.409198324850732e-18,24.443696068744643,24.443696068744636,0.7866726748887438,False,False
18,18,2,0.08,-0.08,ok,ok,-0.05703387013704935,0.739471756579424,False,True,False,True,False,0.9999999999999994,-0.9999999999999994,-6.683241365404905e-17,24.699141834841768,24.699141834841768,0.7396912304688069,False,False
18,18,3,0.08,-0.07,ok,ok,-0.05706005593609596,0.6967265299404274,False,True,False,True,False,0.9999999999999997,-1.0000000000000002,7.061259664909461e-17,24.944679568278286,24.944679568278286,0.696925164862546,False,False
18,18,4,0.08,-0.06,ok,ok,-0.05707928601060295,0.6576242064709488,False,True,False,True,False,0.9999999999999997,-0.9999999999999999,1.267518155017286e-17,25.180754601390618,25.180754601390618,0.6578031607290028,False,False
18,18,5,0.08,-0.05,ok,ok,-0.05709193081634224,0.6216926068866794,False,True,False,True,False,0.9999999999999993,-0.9999999999999994,-8.939560234005267e-17,25.407781547917224,25.40778154791722,0.6218528531629172,False,False
18,18,6,0.08,-0.04,ok,ok,-0.05709836383170119,0.5885384871238469,False,True,False,True,False,1.0000000000000002,-0.9999999999999996,-5.097329286426346e-17,25.62614827561637,25.626148275616373,0.5886808412865777,False,False
18,18,7,0.08,-0.03,ok,ok,-0.05709895667335201,0.5578320602332896,False,True,False,True,False,1.0000000000000002,-0.9999999999999999,-7.317168712635196e-17,25.836219176587235,25.83621917658724,0.5579572043012312,False,False
18,18,8,0.08,-0.02,ok,ok,-0.057094075663901206,0.5292949157684668,False,True,False,True,False,0.9999999999999994,-0.9999999999999996,-3.544147086852829e-17,26.038337872373543,26.03833787237355,0.529403416296764,False,False
18,18,9,0.08,-0.01,ok,ok,-0.05708407942087142,0.5026905221820074,False,True,False,True,False,0.9999999999999999,-0.9999999999999997,-7.685062578604932e-17,25.960798917969846,25.96079891796984,0.5027828450289025,False,False
18,18,10,0.08,0.0,ok,ok,-0.0570693171720016,0.4778167076233288,False,True,False,True,False,1.0000000000000002,-1.0000000000000002,-6.293844105871556e-17,25.871264944332662,25.87126494433267,0.47789322982793564,False,False
18,18,11,0.08,0.01,ok,ok,-0.057050127591695726,0.45449966686171067,False,True,False,True,False,1.0000000000000002,-1.0,-2.0549596129349503e-17,25.785152272430285,25.785152272430285,0.45456068619401363,False,False
18,18,12,0.08,0.02,ok,ok,-0.057026838012943476,0.43258915401632725,False,True,False,True,False,0.9999999999999993,-0.9999999999999994,-4.455152349402467e-17,25.702357242570095,25.702357242570102,0.4326348966312844,False,False
18,18,13,0.08,0.03,ok,ok,-0.05699976391041138,0.4119546023623235,False,True,False,True,False,0.9999999999999993,-0.999999999999999,-7.982584475853571e-17,25.622775854481525,25.622775854481507,0.4119852288929336,False,False
18,18,14,0.08,0.04,ok,ok,-0.05696920858046873,0.3924819740423592,False,True,False,True,False,0.9999999999999997,-0.9999999999999996,-1.685483807680595e-17,25.54630406934166,25.54630406934168,0.39249758438143656,False,False
18,18,15,0.08,0.05,ok,ok,-0.056935462952450104,0.374071187753113,False,True,False,True,False,1.0000000000000004,-1.0000000000000004,-5.1221617343386503e-17,25.472838101538503,25.472838101538507,0.374071824745687,False,False
18,18,16,0.08,0.06,nonconverged_hf,skipped_nonconverged_hf,nan,nan,False,False,True,True,False,1.0000000000000007,-1.0000000000000002,9.004685632983503e-06,25.402274698167655,25.402274698167655,1.0197495543427593,False,False
18,18,17,0.08,0.07,ok,ok,-0.05685950223704782,0.34009229811649216,False,True,False,True,False,0.9999999999999997,-0.9999999999999994,-4.240798372923835e-18,25.33451140445919,25.334511404459203,0.3400629015667414,False,False
18,18,18,0.08,0.08,ok,ok,-0.05681780671048167,0.3243765833509545,False,True,False,True,False,1.0000000000000002,-0.9999999999999994,-4.3607436778738854e-17,25.26944681356582,25.269446813565832,0.3243320229391746,False,False
18,18,19,0.08,0.09,nonconverged_hf,skipped_nonconverged_hf,nan,nan,False,False,True,True,False,0.9999999999999997,-1.0000000000000002,3.247799140184684e-06,25.20698079940004,25.206980799400068,1.0068851037679598,False,False
18,18,20,0.08,0.1,nonconverged_hf,skipped_nonconverged_hf,nan,nan,False,False,True,True,False,0.9999999999999999,-0.9999999999999996,-1.346307229322617e-06,25.147014731480468,25.14701473148049,1.0044174629257707,False,False
18,19,0,0.09,-0.1,ok,ok,-0.054646132297409486,-0.0019089940118371537,True,True,False,True,False,1.0000000000000002,-0.9999999999999996,-1.3566646330639068e-12,24.247357151069213,24.24735715106922,2.2930345898907265,False,False
18,19,1,0.09,-0.09,ok,ok,-0.056999432354203836,0.7772658685425511,False,True,False,True,False,0.9999999999999983,-0.9999999999999988,2.857629271067468e-17,24.510047767538875,24.510047767538875,0.7775032012825815,False,False
18,19,2,0.09,-0.08,ok,ok,-0.05703127127013135,0.7313133282953361,False,True,False,True,False,0.9999999999999984,-0.9999999999999988,3.296935377115381e-17,24.762489667632853,24.762489667632853,0.7315287952877572,False,False
18,19,3,0.09,-0.07,ok,ok,-0.05705592039446278,0.6894308146418533,False,True,False,True,False,0.9999999999999991,-0.9999999999999988,7.522397401801604e-17,25.00515435657787,25.005154356577865,0.6896257424171801,False,False
18,19,4,0.09,-0.06,ok,ok,-0.0570737408518931,0.6510732459272472,False,True,False,True,False,0.9999999999999994,-0.9999999999999994,7.477277130131776e-17,25.238479102852953,25.238479102852942,0.6512487488115495,False,False
18,19,5,0.09,-0.05,ok,ok,-0.05708510193750533,0.6157890094168373,False,True,False,True,False,1.0000000000000002,-1.0,-3.696308633375506e-17,25.462871526691686,25.46287152669169,0.6159460238278495,False,False
18,19,6,0.09,-0.04,ok,ok,-0.05709037470231623,0.5832012444305673,False,True,False,True,False,1.0000000000000009,-1.0000000000000007,5.3659138610549206e-17,25.678713365976165,25.678713365976158,0.583340556124546,False,False
18,19,7,0.09,-0.03,ok,ok,-0.05708992745280736,0.5529933103126967,False,True,False,True,False,0.9999999999999997,-0.9999999999999997,-6.8236995367382e-17,25.88636358230245,25.88636358230245,0.5531155761424688,False,False
18,19,8,0.09,-0.02,ok,ok,-0.05708412258640579,0.5248974194041586,False,True,False,True,False,0.9999999999999986,-0.9999999999999986,1.8187123300213868e-17,26.030536806810602,26.030536806810613,0.5250031847666137,False,False
18,19,9,0.09,-0.01,ok,ok,-0.057073314370095246,0.4986856817388015,False,True,False,True,False,1.0000000000000002,-1.0000000000000004,5.4566275463772304e-17,25.939045369097666,25.93904536909766,0.4987753946054856,False,False
18,19,10,0.09,0.0,ok,ok,-0.05705784739183089,0.4741630009893739,False,True,False,True,False,0.9999999999999996,-0.9999999999999997,1.8865674581992234e-17,25.851029263179274,25.851029263179264,0.4742370232040942,False,False
18,19,11,0.09,0.01,ok,ok,-0.057038055496018494,0.4511614014461388,False,True,False,True,False,1.0,-0.9999999999999999,-3.3226421316846233e-17,25.766385249338832,25.766385249338857,0.4512200178154633,False,False
18,19,12,0.09,0.02,ok,ok,-0.05701426106894938,0.42953546918522373,False,True,False,True,False,0.999999999999999,-0.9999999999999993,-5.045603811291068e-18,25.68500960757559,25.68500960757558,0.4295788947644189,False,False
18,19,13,0.09,0.03,ok,ok,-0.056986774576298735,0.40915866595061756,False,True,False,True,False,0.9999999999999989,-0.9999999999999994,-3.598960658481286e-17,25.6067984400252,25.6067984400252,0.40918705184365156,False,False
18,19,14,0.09,0.04,ok,ok,-0.05695589428316228,0.38992033146154237,False,True,False,True,False,0.9999999999999999,-0.9999999999999997,-2.730706215330044e-17,25.531647964314182,25.5316479643142,0.38993376937460583,False,False
18,19,15,0.09,0.05,ok,ok,-0.056921906101293315,0.37172323182713224,False,True,False,True,False,0.999999999999999,-0.9999999999999993,1.0036167433130952e-16,25.45945479582975,25.45945479582975,0.37172175755792997,False,False
18,19,16,0.09,0.06,ok,ok,-0.05688508352325279,0.35448154385497466,False,True,False,True,False,0.999999999999999,-0.9999999999999993,5.251974441580372e-17,25.39011621705353,25.390116217053535,0.3544651398829766,False,False
18,19,17,0.09,0.07,nonconverged_hf,skipped_nonconverged_hf,nan,nan,False,False,True,True,False,0.9999999999999991,-0.9999999999999994,5.960406332598826e-06,25.32353043231558,25.323530432315593,1.0127382216375374,False,False
18,19,18,0.09,0.08,ok,ok,-0.05680396712227745,0.32256845035685705,False,True,False,True,False,0.9999999999999997,-0.9999999999999997,-8.024203700419145e-18,25.25959680655476,25.259596806554757,0.32252192924798156,False,False
18,19,19,0.09,0.09,ok,ok,-0.05676015841041601,0.3077688168630086,False,True,False,True,False,1.0000000000000002,-1.0000000000000009,3.757458265293522e-17,25.198216086926465,25.19821608692648,0.30770700773336235,False,False
18,19,20,0.09,0.1,ok,ok,-0.05671448570100909,0.2936660164185252,False,True,False,True,False,0.9999999999999993,-0.9999999999999993,-5.882753145126772e-17,25.1392906063611,25.139290606361133,0.2935886992339581,False,False
18,20,0,0.1,-0.1,ok,ok,-0.05696060264669929,0.8178727632660078,False,True,False,True,False,1.0000000000000002,-0.9999999999999999,2.6281148409482004e-17,24.31597668311826,24.315976683118258,0.8181288624207362,False,False
18,20,1,0.1,-0.09,ok,ok,-0.05699822337075585,0.7683290681914967,False,True,False,True,False,0.9999999999999997,-0.9999999999999996,-3.1646594845486538e-18,24.575556747937863,24.575556747937863,0.7685621236936983,False,False
18,20,2,0.1,-0.08,ok,ok,-0.05702843415228669,0.7233494001953161,False,True,False,True,False,0.9999999999999983,-0.9999999999999986,2.904159492084052e-18,24.82502644585615,24.82502644585615,0.7235609311919556,False,False
18,20,3,0.1,-0.07,ok,ok,-0.05705158135220553,0.6823022094078527,False,True,False,True,False,1.0000000000000002,-0.9999999999999996,-3.776584279233117e-17,25.064848192444327,25.064848192444337,0.6824934911314654,False,False
18,20,4,0.1,-0.06,ok,ok,-0.057068026263219024,0.6446670194250745,False,True,False,True,False,0.9999999999999997,-0.9999999999999996,1.3320285808033993e-17,25.295451426486327,25.295451426486327,0.6448391241240877,False,False
18,20,5,0.1,-0.05,ok,ok,-0.05707813667174551,0.6100117147298898,False,True,False,True,False,0.9999999999999994,-1.0000000000000002,-3.4406295685299614e-18,25.517236953501857,25.517236953501857,0.6101655440580851,False,False
18,20,6,0.1,-0.04,ok,ok,-0.05708228095518504,0.5779749999576033,False,True,False,True,False,0.9999999999999994,-0.9999999999999994,1.018457838758028e-17,25.730580517421565,25.73058051742157,0.5781113107546613,False,False
18,20,7,0.1,-0.03,ok,ok,-0.05708082393516885,0.5482527502763475,False,True,False,True,False,0.9999999999999997,-0.9999999999999996,-1.1350012285600677e-17,25.935835752111508,25.935835752111515,0.5483721751901935,False,False
18,20,8,0.1,-0.02,ok,ok,-0.057074123960841217,0.5205873114784183,False,True,False,True,False,0.9999999999999996,-0.9999999999999997,5.101253651793644e-18,26.007711722334204,26.00771172233422,0.5206903755264146,False,False
18,20,9,0.1,-0.01,ok,ok,-0.05706253086360215,0.4947590528162691,False,True,False,True,False,0.9999999999999984,-0.9999999999999984,-7.148209696874913e-17,25.91776417822417,25.91776417822417,0.494846186720207,False,False
18,20,10,0.1,0.0,ok,ok,-0.05704638453544078,0.47057965267266005,False,True,False,True,False,0.9999999999999997,-1.0000000000000002,-2.807396782517078e-17,25.831242906172978,25.831242906172967,0.470651203606831,False,False
18,20,11,0.1,0.01,ok,ok,-0.057026013957214766,0.44788672687788345,False,True,False,True,False,0.9999999999999999,-0.9999999999999999,1.2159001536285928e-17,25.74804452320888,25.74804452320888,0.4479429671230731,False,False
18,20,12,0.1,0.02,ok,ok,-0.057001736552178835,0.4265395039284066,False,True,False,True,False,1.0,-1.0,-1.1732270643927793e-18,25.6680653311324,25.668065331132407,0.4265806378084201,False,False
18,20,13,0.1,0.03,ok,ok,-0.05697385777604391,0.4064153222446401,False,True,False,True,False,0.999999999999999,-0.9999999999999991,-6.287899621919888e-17,25.591201610883928,25.591201610883914,0.40644149165104254,False,False
18,20,14,0.1,0.04,ok,ok,-0.05694267087456292,0.38740677689844955,False,True,False,True,False,0.9999999999999999,-1.0,-6.445834339052962e-18,25.51734990696143,25.51734990696143,0.38741806561604436,False,False
18,20,15,0.1,0.05,ok,ok,-0.05690845676056261,0.3694193824220151,False,True,False,True,False,1.0000000000000002,-1.0000000000000002,-3.8731880173450425e-17,25.44640730001736,25.446407300017377,0.36941581943110824,False,False
18,20,16,0.1,0.06,ok,ok,-0.05687148397847369,0.3523696482062287,False,True,False,True,False,0.9999999999999999,-0.9999999999999999,2.4285066381434282e-17,25.37827166593547,25.37827166593547,0.35235121013752874,False,False
18,20,17,0.1,0.07,nonconverged_hf,skipped_nonconverged_hf,nan,nan,False,False,True,True,False,1.0000000000000007,-1.0000000000000002,-2.2199042765376355e-06,25.31284191989485,25.312841919894844,1.0098446654078785,False,False
18,20,18,0.1,0.08,nonconverged_hf,skipped_nonconverged_hf,nan,nan,False,False,True,True,False,0.9999999999999997,-0.9999999999999999,2.3662605917789776e-06,25.250018244159236,25.2500182441592,1.0014891538099613,False,False
18,20,19,0.1,0.09,nonconverged_hf,skipped_nonconverged_hf,nan,nan,False,False,True,True,False,0.9999999999999999,-0.9999999999999997,-1.3466024949062656e-06,25.189702298577206,25.1897022985772,1.005357335073354,False,False
18,20,20,0.1,0.1,nonconverged_hf,skipped_nonconverged_hf,nan,nan,False,False,True,True,False,1.0000000000000004,-1.0000000000000009,-1.2574900383940557e-06,25.131797413032988,25.131797413032988,1.0034339948522422,False,False
20,0,0,-0.1,-0.1,ok,ok,-0.05163614680018086,-2.5094556995602617,True,True,False,True,False,0.999999999999999,-0.9999999999999988,9.415094119322413e-17,22.74110474551596,22.74110474551596,1.6081193789436312,False,False
20,0,1,-0.1,-0.09,ok,ok,-0.05474296939833689,-0.6867378451141288,True,True,False,True,False,0.9999999999999988,-0.9999999999999994,2.597432283125663e-14,23.069577652825345,23.069577652825345,1.795339262823618,False,False
20,0,2,-0.1,-0.08,ok,ok,-0.051703126807536595,-0.146466886220017,True,True,False,True,False,1.0000000000000002,-1.0000000000000004,-5.348901976898485e-14,23.38470159432519,23.38470159432519,1.9532519200249834,False,False
20,0,3,-0.1,-0.07,ok,ok,-0.0554539322484801,0.7121720247008901,False,True,False,True,False,1.0,-0.9999999999999997,3.454423403739383e-11,23.68721194832428,23.68721194832428,2.12282030964399,False,False
20,0,4,-0.1,-0.06,ok,ok,-0.057344779239198604,0.4525964167193093,False,True,False,True,False,0.9999999999999996,-0.9999999999999999,-6.058686499733896e-17,23.977764126679432,23.977764126679432,0.4526760739605983,False,False
20,0,5,-0.1,-0.05,ok,ok,-0.0574033372655966,0.4060835167227951,False,True,False,True,False,0.999999999999999,-0.9999999999999988,-4.6177225048890924e-17,24.256947905689977,24.25694790568997,0.40613310197778735,False,False
20,0,6,-0.1,-0.04,ok,ok,-0.05745322228152408,0.3638800545489254,False,True,False,True,False,0.999999999999999,-0.9999999999999993,-2.838498899518319e-17,24.525298746427588,24.525298746427595,0.36389939613966316,False,False
20,0,7,-0.1,-0.03,ok,ok,-0.05749501651878161,0.32536218377046716,False,True,False,True,False,0.9999999999999994,-0.9999999999999996,5.850097381715392e-17,24.7833067942909,24.783306794290915,0.32535049400595034,False,False
20,0,8,-0.1,-0.02,ok,ok,-0.057529318785572575,0.2900236377377214,False,True,False,True,False,0.9999999999999999,-1.0,2.0093163568283993e-17,25.03142407432981,25.03142407432981,0.28997943721881625,False,False
20,0,9,-0.1,-0.01,ok,ok,-0.05755674213718766,0.2574499580999829,False,True,False,True,False,1.0000000000000002,-1.0000000000000007,5.1222341112918705e-17,25.270070273283338,25.270070273283338,0.2573709399503056,False,False
20,0,10,-0.1,0.0,ok,ok,-0.05757791057582139,0.22729908344906435,False,True,False,True,False,1.0,-1.0000000000000002,3.1560557354798897e-18,25.499637407142345,25.499637407142345,0.22718189196518226,False,False
20,0,11,-0.1,0.01,ok,ok,-0.07824043192492497,0.5593155507935491,False,True,False,True,False,0.9999999999999996,-0.9999999999999996,5.5007784049160635e-05,25.72049360467697,25.720493604676975,2.431928127298128,False,False
20,0,12,-0.1,0.02,ok,ok,-0.07846319109158356,1.2951991273669559,False,True,False,True,False,0.9999999999999993,-0.999999999999999,-7.19026131458686e-05,25.932986186075993,25.932986186076,2.758574736985599,False,False
20,0,13,-0.1,0.03,ok,ok,-0.07878523667905737,0.6722227580518061,False,True,False,True,False,0.9999999999999993,-0.9999999999999996,-8.344192624226449e-05,25.951857288904414,25.951857288904417,2.741637527683817,False,False
20,0,14,-0.1,0.04,ok,ok,-0.07457660949521452,0.44763902617515433,False,True,False,True,False,1.0000000000000002,-1.0000000000000002,8.872894516034872e-05,25.848776425121514,25.848776425121514,2.779308369569492,False,False
20,0,15,-0.1,0.05,ok,ok,-0.07602584857252886,1.088829857446468,False,True,False,True,False,1.0000000000000004,-1.0000000000000002,8.809887886702658e-05,25.749609847867294,25.749609847867287,3.0875385446906702,False,False
20,0,16,-0.1,0.06,ok,ok,-0.06896766691270931,0.43587954579914906,False,True,False,True,False,0.9999999999999984,-0.9999999999999984,-9.029512465909743e-12,25.65425746706062,25.654257467060624,2.9262542563605307,False,False
20,0,17,-0.1,0.07,ok,ok,-0.07793457568974455,0.7997950293776074,False,True,False,True,False,0.9999999999999996,-0.9999999999999999,7.582867618404344e-05,25.562616677043188,25.562616677043195,3.0057143625414615,False,False
20,0,18,-0.1,0.08,ok,ok,-0.07728908146310123,0.0807872051162467,False,True,False,True,False,0.9999999999999994,-0.9999999999999991,-6.504373068526892e-05,25.47458278318295,25.474582783182946,2.946421502180043,False,False
20,0,19,-0.1,0.09,nonconverged_hf,skipped_nonconverged_hf,nan,nan,False,False,True,True,False,1.0000000000000007,-1.0000000000000007,3.5339496460705744e-16,25.390049429226426,25.390049429226423,0.8076770756855126,False,False
20,0,20,-0.1,0.1,invalid_reference_chern,skipped_invalid_reference_chern,nan,nan,False,False,True,False,True,1.0,-1.0,1.0000000000000002,25.30890902076101,25.308909020761,0.8075034825796024,False,False
20,1,0,-0.09,-0.1,ok,ok,-0.052452356287969126,0.15525455486284137,False,True,False,True,False,0.999999999999999,-0.9999999999999993,-5.481073074110641e-16,22.826667434717265,22.826667434717262,1.5794503730744336,False,False
20,1,1,-0.09,-0.09,ok,ok,-0.05546465525624264,-0.3609380981061028,True,True,False,True,False,1.0000000000000002,-0.9999999999999999,-3.7793769271938535e-13,23.151388391883994,23.151388391883994,1.8325697174598614,False,False
20,1,2,-0.09,-0.08,ok,ok,-0.04690260403917968,-1.6353398298495285,True,True,False,True,False,0.9999999999999997,-0.9999999999999997,-2.0262678826095353e-16,23.46294860164005,23.46294860164005,0.5749784749502045,False,False
20,1,3,-0.09,-0.07,ok,ok,-0.057281125998491375,0.49402766838910794,False,True,False,True,False,0.9999999999999993,-0.9999999999999996,-3.826517302641341e-17,23.762063456089606,23.762063456089606,0.4941318776923131,False,False
20,1,4,-0.09,-0.06,ok,ok,-0.057346773388251074,0.4435986934583199,False,True,False,True,False,0.9999999999999991,-0.9999999999999989,3.1550764928405436e-18,24.049372326651007,24.049372326651,0.44367261331137076,False,False
20,1,5,-0.09,-0.05,ok,ok,-0.05740335182551864,0.3980688937152665,False,True,False,True,False,0.9999999999999988,-0.9999999999999993,-3.825417991484231e-17,24.325452011310578,24.325452011310578,0.39811282767519224,False,False
20,1,6,-0.09,-0.04,ok,ok,-0.05745142394781339,0.3567003733763984,False,True,False,True,False,0.9999999999999996,-0.9999999999999999,4.4972514539789337e-17,24.590827379080718,24.590827379080725,0.35671404133119067,False,False
20,1,7,-0.09,-0.03,ok,ok,-0.0587796805361291,-0.035994172968677254,True,True,False,True,False,0.9999999999999989,-0.9999999999999989,-0.003131013952245463,24.845979848721008,24.84597984872101,0.2218751292274816,False,False
20,1,8,-0.09,-0.02,ok,ok,-0.0575243948374386,0.2841791047304095,False,True,False,True,False,0.9999999999999994,-0.9999999999999993,-1.4109722268711203e-17,25.091354180149985,25.091354180149985,0.2841288347010084,False,False
20,1,9,-0.09,-0.01,ok,ok,-0.0575505031891413,0.25214561224692034,False,True,False,True,False,1.0000000000000002,-1.0000000000000002,-4.200316543552842e-17,25.32736394160199,25.32736394160199,0.25206011448151716,False,False
20,1,10,-0.09,0.0,ok,ok,-0.05757051840505979,0.2224696280949619,False,True,False,True,False,0.9999999999999994,-0.9999999999999991,-3.972495634172645e-17,25.55439593068794,25.55439593068793,0.2223453581233034,False,False
20,1,11,-0.09,0.01,ok,ok,-0.07864152970869172,0.681788038282345,False,True,False,True,False,1.0000000000000007,-1.0000000000000007,-5.769586656625548e-05,25.7728137643344,25.772813764334405,2.467319155492445,False,False
20,1,12,-0.09,0.02,ok,ok,-0.07838358601834262,1.2899305214336363,False,True,False,True,False,0.9999999999999981,-0.999999999999998,-7.353375899330514e-05,25.982960805055082,25.982960805055075,2.823525365608085,False,False
20,1,13,-0.09,0.03,ok,ok,-0.07751484837418665,0.5577493708401382,False,True,False,True,False,0.9999999999999994,-0.9999999999999993,8.410724292944403e-05,25.928080049347763,25.928080049347763,2.7269037236400577,False,False
20,1,14,-0.09,0.04,ok,ok,-0.07449061615307612,0.5698288462797017,False,True,False,True,False,0.9999999999999993,-0.9999999999999997,-8.839720566434053e-05,25.82673225862451,25.82673225862451,2.803013807443026,False,False
20,1,15,-0.09,0.05,ok,ok,-0.07618487103407903,1.0851171476114103,False,True,False,True,False,0.999999999999999,-0.999999999999999,8.725011761380488e-05,25.729250487193312,25.729250487193312,3.1318468144850815,False,False
20,1,16,-0.09,0.06,ok,ok,-0.07853475314367943,0.2905586408882773,False,True,False,True,False,0.9999999999999999,-1.0000000000000002,-8.281841564435798e-05,25.635533556132007,25.635533556132007,2.9093962935294853,False,False
20,1,17,-0.09,0.07,ok,ok,-0.07759878287869251,0.8667932368195225,False,True,False,True,False,0.9999999999999997,-1.0,7.389350227253974e-05,25.545478008384237,25.545478008384244,3.0455060792800746,False,False
20,1,18,-0.09,0.08,nonconverged_hf,skipped_nonconverged_hf,nan,nan,False,False,True,True,False,0.9999999999999999,-0.9999999999999997,6.250947207071225e-05,25.45897852980817,25.458978529808178,2.8965609402942825,False,False
20,1,19,-0.09,0.09,nonconverged_hf,skipped_nonconverged_hf,nan,nan,False,False,True,True,False,1.000000000000001,-1.0000000000000002,2.1203697876423444e-16,25.37592836891243,25.37592836891243,0.8076467486683672,False,False
20,1,20,-0.09,0.1,nonconverged_hf,skipped_nonconverged_hf,nan,nan,False,False,True,True,False,1.0000000000000002,-0.9999999999999999,5.599101470493066e-16,25.296219750885417,25.296219750885413,0.8074799370551716,False,False
20,2,0,-0.08,-0.1,ok,ok,-0.063140122547342,1.2927451773206855,False,True,False,True,False,0.9999999999999999,-0.9999999999999994,1.5780232074841587e-13,22.911334559034433,22.911334559034433,1.6872853299770465,False,False
20,2,1,-0.08,-0.09,ok,ok,-0.057129002473429565,0.6006026839968899,False,True,False,True,False,0.9999999999999999,-0.9999999999999999,1.4104551560251433e-17,23.23233696817344,23.232336968173435,0.600764158976273,False,False
20,2,2,-0.08,-0.08,ok,ok,-0.0566835275686963,1.8172679733499981,False,True,False,True,False,0.9999999999999991,-0.9999999999999993,8.033302552095469e-14,23.5403631354622,23.5403631354622,2.026719995434911,False,False
20,2,3,-0.08,-0.07,ok,ok,-0.057284902576290375,0.48409933763022933,False,True,False,True,False,0.9999999999999996,-0.9999999999999993,-5.956302333183451e-17,23.83610942583343,23.836109425833428,0.4841976573454638,False,False
20,2,4,-0.08,-0.06,ok,ok,-0.05254133205367765,1.0613147822407905,False,True,False,True,False,0.9999999999999996,-0.9999999999999999,-6.34959917849385e-13,24.120199886259943,24.12019988625995,2.1193853064859214,False,False
20,2,5,-0.08,-0.05,ok,ok,-0.05748824926578079,1.9649469540442734,False,True,False,True,False,0.9999999999999988,-0.9999999999999989,3.215466015076512e-10,24.393198869121125,24.393198869121118,1.9698357993652889,False,False
20,2,6,-0.08,-0.04,ok,ok,-0.057449380157070594,0.34966330374808763,False,True,False,True,False,0.9999999999999999,-1.0,-4.53014960851995e-18,24.655621045119943,24.65562104511994,0.3496712847354396,False,False
20,2,7,-0.08,-0.03,ok,ok,-0.05748792086505246,0.3125574394377945,False,True,False,True,False,0.9999999999999997,-1.0,4.360512971598303e-17,24.90793939440058,24.90793939440058,0.3125340994710214,False,False
